gene	chr	tx_start	tx_end	strand
OR56A3	11	5968577	5969522	+
OR56A4	11	6023283	6024378	-
OR56A5	11	5988785	5989724	-
OR56B1	11	5757747	5758721	+
OR56B4	11	6129009	6129966	+
OR5A1	11	59210642	59211589	+
OR5A2	11	59189454	59190426	-
OR5AC2	3	97806017	97806944	+
OR5AK2	11	56756389	56757316	+
OR5AN1	11	59131932	59132866	+
OR5AP2	11	56408965	56409915	-
OR5AR1	11	56431162	56432092	+
OR5AS1	11	55797895	55798867	+
OR5AU1	14	21623097	21624184	-
OR5B12	11	58206594	58207646	-
OR5B17	11	58125600	58126542	-
OR5B2	11	58189738	58190786	-
OR5B21	11	58274651	58275578	-
OR5B3	11	58169940	58170882	-
OR5C1	9	125551212	125552173	+
OR5D13	11	55540914	55541857	+
OR5D14	11	55563032	55563975	+
OR5D16	11	55606228	55607212	+
OR5D18	11	55587106	55588046	+
OR5F1	11	55761158	55762101	-
OR5H1	3	97851542	97852481	+
OR5H14	3	97868230	97869162	+
OR5H15	3	97887544	97888483	+
OR5H2	3	98001732	98002676	+
OR5H6	3	97983129	97984106	+
OR5I1	11	55702933	55703876	-
OR5J2	11	55944094	55945030	+
OR5K1	3	98188421	98189371	+
OR5K2	3	98216525	98217474	+
OR5K3	3	98109510	98110474	+
OR5K4	3	98072698	98073661	+
OR5L1	11	55578943	55579878	+
OR5L2	11	55594695	55595630	+
OR5M1	11	56380031	56380978	-
OR5M10	11	56344250	56345197	-
OR5M11	11	56309817	56310733	-
OR5M3	11	56237052	56237973	-
OR5M8	11	56257911	56258846	-
OR5M9	11	56229947	56230877	-
OR5P2	11	7817521	7818489	-
OR5P3	11	7846585	7847519	-
OR5R1	11	56184736	56185708	-
OR5T1	11	56043115	56044095	+
OR5T2	11	55999587	56000661	-
OR5T3	11	56019676	56020697	+
OR5V1	6	29323008	29324054	-
OR5W2	11	55681128	55682058	-
OR6A2	11	6815756	6817139	-
OR6B1	7	143701090	143702025	+
OR6B2	2	240968910	240969846	-
OR6B3	2	240984495	240985489	-
OR6C1	12	55714384	55715321	+
OR6C2	12	55845998	55846936	+
OR6C3	12	55725485	55726419	+
OR6C4	12	55945011	55945938	+
OR6C6	12	55688074	55689016	-
OR6C65	12	55794313	55795249	+
OR6C68	12	55886147	55887098	+
OR6C70	12	55862986	55863922	-
OR6C74	12	55641072	55642009	+
OR6C75	12	55758895	55759832	+
OR6C76	12	55820038	55820975	+
OR6F1	1	247875131	247876057	-
OR6K2	1	158669468	158670442	-
OR6K3	1	158686960	158687905	-
OR6K6	1	158724606	158725637	+
OR6M1	11	123676117	123677057	-
OR6N1	1	158735535	158736472	-
OR6N2	1	158746473	158747425	-
OR6P1	1	158532442	158533394	-
OR6Q1	11	57798425	57799377	+
OR6S1	14	21108855	21109850	-
OR6T1	11	123813575	123814545	-
OR6V1	7	142749438	142750378	+
OR6X1	11	123624290	123625226	-
OR6Y1	1	158516920	158517895	-
OR7A10	19	14951760	14952689	-
OR7A17	19	14991240	14992167	-
OR7A5	19	14937140	14939276	-
OR7C1	19	14909988	14910948	-
OR7C2	19	15052301	15053259	+
OR7D2	19	9296270	9299493	+
OR7D4	19	9324575	9325513	-
OR7E24	19	9361720	9362739	+
OR7G1	19	9225274	9226439	-
OR7G2	19	9212947	9213982	-
OR7G3	19	9236689	9237626	-
OR8A1	11	124439965	124440944	+
OR8B12	11	124412620	124413550	-
OR8B2	11	124252299	124253239	-
OR8B3	11	124266308	124267247	-
OR8B4	11	124293840	124294767	-
OR8B8	11	124310047	124310981	-
OR8D1	11	124179737	124180662	-
OR8D2	11	124189159	124190093	-
OR8D4	11	123777139	123778081	+
OR8G1	11	124120423	124135756	+
OR8G2	11	124095398	124096310	+
OR8G5	11	124134723	124135762	+
OR8H1	11	56057605	56058538	-
OR8H2	11	55872519	55873455	+
OR8H3	11	55889849	55890787	+
OR8I2	11	55860784	55861715	+
OR8J1	11	56127723	56128671	+
OR8J3	11	55904249	55905194	-
OR8K1	11	56113515	56114472	+
OR8K3	11	56085783	56086719	+
OR8K5	11	55926871	55927793	-
OR8S1	12	48919415	48921885	+
OR8U8	11	56143100	56508560	+
OR9A2	7	142723287	142724219	-
OR9A4	7	141618676	141619620	+
OR9G1	11	56467864	56468779	+
OR9G4	11	56510305	56511287	-
OR9G9	11	56467864	56468779	+
OR9I1	11	57885972	57886916	-
OR9K2	12	55523553	55524559	+
OR9Q1	11	57791353	57949036	+
OR9Q2	11	57957906	57958990	+
ORAI1	12	122064455	122079946	+
ORAI2	7	102073996	102097268	+
ORAI3	16	30960405	30966258	+
ORAOV1	11	69480334	69490165	-
ORC1L	1	52838502	52870131	-
ORC2L	2	201774895	201828410	-
ORC3L	6	88299843	88377166	+
ORC4L	2	148691733	148779136	-
ORC5L	7	103766790	103848463	-
ORC6L	16	46723558	46732305	+
ORM1	9	117085303	117088757	+
ORM2	9	117092069	117095534	+
ORMDL1	2	190634994	190649097	-
ORMDL2	12	56211806	56214959	+
ORMDL3	17	38077296	38083854	-
OS9	12	58087738	58115338	+
OSBP	11	59341871	59383617	-
OSBP2	22	31090793	31303811	+
OSBPL10	3	31702318	32023342	-
OSBPL11	3	125247708	125314381	-
OSBPL1A	18	21742013	21977790	-
OSBPL2	20	60813580	60871269	+
OSBPL3	7	24836165	25019760	-
OSBPL5	11	3108346	3186582	-
OSBPL6	2	179059374	179260873	+
OSBPL7	17	45884733	45899147	-
OSBPL8	12	76745578	76953589	-
OSBPL9	1	52082764	52254136	+
OSCAR	19	54597935	54604148	-
OSCP1	1	36883508	36916086	-
OSGEP	14	20915217	20923198	-
OSGEPL1	2	190611386	190627924	-
OSGIN1	16	83982672	83999938	+
OSGIN2	8	90914096	90940093	+
OSM	22	30658821	30662840	-
OSMR	5	38845960	38935742	+
OSR1	2	19551247	19558372	-
OSR2	8	99956631	99964324	+
OST4	2	27293344	27294567	-
OSTBETA	15	65337708	65345734	+
OSTC	4	109571741	109588980	+
OSTF1	9	77703398	77762113	+
OSTM1	6	108362615	108395941	-
OSTN	3	190930322	190967908	+
OSTalpha	3	195943383	195960299	+
OTC	23	38211736	38280702	+
OTOA	16	21689835	21772049	+
OTOF	2	26680072	26781566	-
OTOL1	3	161214596	161221728	+
OTOP1	4	4190530	4228621	-
OTOP2	17	72920370	72930006	+
OTOP3	17	72931897	72945510	+
OTOR	20	16729003	16732808	+
OTOS	2	241078447	241080073	-
OTP	5	76924538	76934522	-
OTUB1	11	63753325	63765892	+
OTUB2	14	94492724	94515274	+
OTUD1	10	23728198	23731308	+
OTUD3	1	20208888	20239429	+
OTUD4	4	146054803	146100832	-
OTUD5	23	48779305	48815648	-
OTUD6A	23	69282341	69284029	+
OTUD6B	8	92082424	92099322	+
OTUD7A	15	31775330	31947542	-
OTUD7B	1	149912233	149982686	-
OTX1	2	63277965	63284303	+
OTX2	14	57267427	57277184	-
OVCA2	17	1945277	1946724	+
OVCH1	12	29580489	29650619	-
OVCH2	11	7712445	7727941	-
OVGP1	1	111956938	111970399	-
OVOL1	11	65554529	65564683	+
OVOL2	20	18004796	18038521	-
OXA1L	14	23235731	23240998	+
OXCT1	5	41730168	41870791	-
OXCT2	1	40235197	40237020	-
OXER1	2	42989641	42991401	-
OXGR1	13	97637973	97646604	-
OXNAD1	3	16306714	16347593	+
OXR1	8	107282473	107764917	+
OXSM	3	25831563	25836024	+
OXSR1	3	38207026	38296978	+
OXT	20	3052266	3053162	+
OXTR	3	8792097	8811300	-
P2RX1	17	3799889	3819960	-
P2RX2	12	133195403	133198972	+
P2RX3	11	57105949	57137548	+
P2RX4	12	121647664	121671907	+
P2RX5	17	3576524	3599583	-
P2RX6	22	21369442	21382302	+
P2RX7	12	121570678	121623856	+
P2RY1	3	152552736	152555841	+
P2RY10	23	78200829	78217437	+
P2RY11	19	10222197	10226062	+
P2RY12	3	151055376	151102544	-
P2RY13	3	151044096	151047337	-
P2RY14	3	150929905	150996230	-
P2RY2	11	72929344	72947393	+
P2RY4	23	69478016	69479654	-
P2RY6	11	72975570	73009656	+
P2RY8	24	1531466	1606037	-
P4HA1	10	74766982	74856732	-
P4HA2	5	131528306	131563556	-
P4HA3	11	73977703	74022699	-
P4HB	17	79801034	79818544	-
P4HTM	3	49027341	49044579	+
PA2G4	12	56498103	56507693	+
PAAF1	11	73588033	73638779	+
PABPC1	8	101715144	101734315	-
PABPC1L	20	43538703	43567962	+
PABPC1L2A	23	72297177	72299351	-
PABPC1L2B	23	72223352	72225550	+
PABPC3	13	25670276	25672702	+
PABPC4	1	40026485	40042521	-
PABPC4L	4	135117491	135122903	-
PABPC5	23	90689597	90693582	+
PABPN1	14	23789397	23795367	+
PABPN1L	16	88928035	88933014	-
PACRG	6	163148164	163736523	+
PACRGL	4	20702036	20729979	+
PACS1	11	65837824	66012213	+
PACS2	14	105781081	105864484	+
PACSIN1	6	34433905	34502998	+
PACSIN2	22	43265772	43411184	-
PACSIN3	11	47199074	47208010	-
PADI1	1	17531621	17572501	+
PADI2	1	17393257	17445948	-
PADI3	1	17575593	17610725	+
PADI4	1	17634690	17690495	+
PADI6	1	17698741	17728195	+
PAEP	9	138453604	138458622	+
PAF1	19	39876272	39881679	-
PAFAH1B1	17	2496923	2588908	+
PAFAH1B2	11	117015000	117047590	+
PAFAH1B3	19	42801185	42806952	-
PAFAH2	1	26286260	26324648	-
PAG1	8	81880048	82024303	-
PAGE1	23	49452056	49460596	-
PAGE2	23	55115497	55119260	+
PAGE2B	23	55101504	55105334	+
PAGE4	23	49593906	49598570	+
PAGE5	23	55246791	55250540	+
PAH	12	103232104	103311381	-
PAICS	4	57301915	57327534	+
PAIP1	5	43526372	43557521	-
PAIP2	5	138677519	138705408	+
PAIP2B	2	71409868	71454233	-
PAK1	11	77033061	77185108	-
PAK1IP1	6	10695188	10709968	+
PAK2	3	196466728	196559516	+
PAK3	23	110187513	110464173	+
PAK4	19	39616420	39670046	+
PAK6	15	40509629	40569687	+
PAK7	20	9518037	9819687	-
PALB2	16	23614483	23652678	-
PALLD	4	169418217	169849607	+
PALM	19	708953	748330	+
PALM2	9	112403068	112713755	+
PALM2-AKAP2	9	112542577	112934789	+
PALM3	19	14164179	14169971	-
PALMD	1	100111431	100160096	+
PAM	5	102201527	102366806	+
PAMR1	11	35453378	35547176	-
PAN2	12	56710007	56727837	-
PAN3	13	28712643	28869475	+
PANK1	10	91342749	91405215	-
PANK2	20	3869486	3904501	+
PANK3	5	167982630	168006588	-
PANK4	1	2439975	2458035	-
PANX1	11	93862094	93915135	+
PANX2	22	50609160	50618723	+
PANX3	11	124481453	124490249	+
PAOX	10	135192741	135205197	+
PAPD4	5	78908243	78982471	+
PAPD5	16	50186829	50269217	+
PAPD7	5	6714718	6757161	+
PAPL	19	39574945	39602126	+
PAPLN	14	73704205	73741345	+
PAPOLA	14	96968720	97033446	+
PAPOLB	7	4897371	4901625	-
PAPOLG	2	60983383	61026096	+
PAPPA	9	118916071	119164599	+
PAPPA2	1	176432307	176811968	+
PAPSS1	4	108534823	108641419	-
PAPSS2	10	89419476	89507460	+
PAQR3	4	79839094	79860582	-
PAQR4	16	3019342	3023483	+
PAQR5	15	69591294	69699976	+
PAQR6	1	156213207	156217843	-
PAQR7	1	26187976	26197744	-
PAQR8	6	52226926	52272574	+
PAQR9	3	142680076	142682178	-
PARD3	10	34398488	35104253	-
PARD3B	2	205410516	206480537	+
PARD6A	16	67694851	67696680	+
PARD6B	20	49348081	49370277	+
PARD6G	18	77915119	78005397	-
PARG	10	51026327	51371331	-
PARK2	6	161768591	163148834	-
PARK7	1	8021714	8045341	+
PARL	3	183547174	183602693	-
PARM1	4	75858298	75975323	+
PARN	16	14529559	14724124	-
PARP1	1	226548393	226595801	-
PARP10	8	145051321	145060635	-
PARP11	12	3918027	3982608	-
PARP12	7	139723549	139763521	-
PARP14	3	122399672	122449686	+
PARP15	3	122296449	122355536	+
PARP16	15	65550438	65579018	-
PARP2	14	20811773	20826062	+
PARP3	3	51976361	51982881	+
PARP4	13	24995075	25086948	-
PARP6	15	72533523	72563628	-
PARP8	5	49961733	50142355	+
PARP9	3	122246762	122283523	-
PARS2	1	55222573	55230226	-
PARVA	11	12399146	12551410	+
PARVB	22	44395173	44565101	+
PARVG	22	44568836	44603034	+
PASD1	23	150732007	150845209	+
PASK	2	242045515	242088878	-
PATE1	11	125616188	125619742	+
PATE2	11	125646030	125648714	-
PATE3	11	125658006	125661493	+
PATE4	11	125703211	125709966	+
PATL1	11	59404194	59436511	-
PATL2	15	44957931	44969086	-
PATZ1	22	31721791	31742249	-
PAWR	12	79985747	80084790	-
PAX1	20	21686297	21696620	+
PAX2	10	102505468	102589697	+
PAX3	2	223064607	223163700	-
PAX4	7	127250346	127255780	-
PAX5	9	36838531	37034476	-
PAX6	11	31806341	31839509	-
PAX7	1	18957500	19075359	+
PAX8	2	113973575	114036498	-
PAX9	14	37126773	37147009	+
PAXIP1	7	154735401	154794682	-
PBK	8	27667140	27695349	-
PBLD	10	70042417	70092684	-
PBOV1	6	138537129	138539627	-
PBRM1	3	52579368	52719866	-
PBX1	1	164528802	164821045	+
PBX2	6	32152510	32157963	-
PBX3	9	128509617	128729653	+
PBX4	19	19672524	19729439	-
PBXIP1	1	154916561	154928567	-
PC	11	66615997	66725847	-
PCBD1	10	72643267	72648541	-
PCBD2	5	134240810	134298335	+
PCBP1	2	70314585	70316332	+
PCBP2	12	53845886	53874945	+
PCBP3	21	47269875	47362367	+
PCBP4	3	51991472	52001482	-
PCCA	13	100741269	101182690	+
PCCB	3	135969167	136049015	+
PCDH1	5	141232683	141257944	-
PCDH10	4	134070470	134112731	+
PCDH11X	23	91034260	91878222	+
PCDH11Y	24	4868267	5610258	+
PCDH12	5	141324531	141338627	-
PCDH15	10	55562535	56561051	-
PCDH17	13	58205789	58303065	+
PCDH18	4	138440076	138453629	-
PCDH19	23	99546650	99665271	-
PCDH20	13	61983821	61989655	-
PCDH7	4	30722037	31148423	+
PCDH8	13	53418111	53422774	-
PCDH9	13	66876967	67804468	-
PCDHA1	5	140165876	140391929	+
PCDHA10	5	140235634	140391929	+
PCDHA11	5	140247831	140391929	+
PCDHA12	5	140254931	140391929	+
PCDHA13	5	140261854	140391929	+
PCDHA2	5	140174444	140391929	+
PCDHA3	5	140180783	140391929	+
PCDHA4	5	140186672	140391929	+
PCDHA5	5	140201361	140391929	+
PCDHA6	5	140207650	140391929	+
PCDHA7	5	140213969	140391929	+
PCDHA8	5	140220907	140391929	+
PCDHA9	5	140227357	140391929	+
PCDHAC1	5	140306302	140391929	+
PCDHAC2	5	140345747	140391929	+
PCDHB1	5	140430979	140433512	+
PCDHB10	5	140571952	140575214	+
PCDHB11	5	140579348	140582617	+
PCDHB12	5	140588291	140591696	+
PCDHB13	5	140593509	140596993	+
PCDHB14	5	140603078	140605858	+
PCDHB15	5	140625147	140627799	+
PCDHB16	5	140560980	140565795	+
PCDHB2	5	140474237	140476962	+
PCDHB3	5	140480234	140483405	+
PCDHB4	5	140501581	140505201	+
PCDHB5	5	140514800	140517703	+
PCDHB6	5	140529839	140532866	+
PCDHB7	5	140552243	140555956	+
PCDHB8	5	140557430	140560019	+
PCDHB9	5	140566893	140571111	+
PCDHGA1	5	140710252	140892546	+
PCDHGA10	5	140792743	140892546	+
PCDHGA11	5	140800537	140892546	+
PCDHGA12	5	140810158	140892546	+
PCDHGA2	5	140718354	140892546	+
PCDHGA3	5	140723601	140892546	+
PCDHGA4	5	140734768	140892546	+
PCDHGA5	5	140743898	140892546	+
PCDHGA6	5	140753651	140892546	+
PCDHGA7	5	140762467	140892546	+
PCDHGA8	5	140771483	140892546	+
PCDHGA9	5	140782520	140892546	+
PCDHGB1	5	140729828	140892546	+
PCDHGB2	5	140739703	140892546	+
PCDHGB3	5	140749962	140892546	+
PCDHGB4	5	140767452	140892546	+
PCDHGB5	5	140777695	140892546	+
PCDHGB6	5	140787770	140892546	+
PCDHGB7	5	140797282	140892546	+
PCDHGC3	5	140855569	140892546	+
PCDHGC4	5	140864741	140892546	+
PCDHGC5	5	140868808	140892546	+
PCDP1	2	120302025	120414236	+
PCF11	11	82868137	82896833	+
PCGF1	2	74732178	74734821	-
PCGF2	17	36890150	36904558	-
PCGF3	4	699573	764425	+
PCGF5	10	92980369	93044020	+
PCGF6	10	105062554	105110891	-
PCID2	13	113831925	113863029	-
PCIF1	20	44563317	44576660	+
PCK1	20	56136137	56141507	+
PCK2	14	24563483	24573337	+
PCLO	7	82383321	82792197	-
PCM1	8	17780366	17887455	+
PCMT1	6	150070831	150132556	+
PCMTD1	8	52730141	52811735	-
PCMTD2	20	62887048	62907578	+
PCNA	20	5095600	5107268	-
PCNP	3	101293042	101313279	+
PCNT	21	47744036	47865681	+
PCNX	14	71374122	71582099	+
PCNXL2	1	233119882	233431459	-
PCNXL3	11	65383783	65404910	+
PCOLCE	7	100199882	100205796	+
PCOLCE2	3	142536703	142608045	-
PCOTH	13	24463028	24466241	+
PCP2	19	7696509	7698570	-
PCP4	21	41239347	41301320	+
PCP4L1	1	161228517	161255239	+
PCSK1	5	95726040	95768985	-
PCSK1N	23	48689507	48693960	-
PCSK2	20	17207631	17465220	+
PCSK4	19	1481427	1490407	-
PCSK5	9	78505560	78808338	+
PCSK6	15	101844134	102030187	-
PCSK7	11	117075789	117102811	-
PCSK9	1	55505220	55530523	+
PCTP	17	53828356	53854747	+
PCYOX1	2	70485231	70508316	+
PCYOX1L	5	148737570	148749221	+
PCYT1A	3	195965258	196014584	-
PCYT1B	23	24576205	24690979	-
PCYT2	17	79860778	79869340	-
PDAP1	7	98992590	99006292	-
PDC	1	186412719	186430239	-
PDCD1	2	242792034	242801058	-
PDCD10	3	167401697	167452651	-
PDCD11	10	105156412	105206019	+
PDCD1LG2	9	5510545	5571281	+
PDCD2	6	170886451	170893748	-
PDCD2L	19	34895303	34917070	+
PDCD4	10	112631596	112659763	+
PDCD5	19	33072104	33078322	+
PDCD6	5	271736	315089	+
PDCD6IP	3	33840066	33911194	+
PDCD7	15	65409718	65426174	-
PDCL	9	125580623	125590840	-
PDCL2	4	56422693	56458379	-
PDCL3	2	101179418	101193201	+
PDDC1	11	767224	777487	-
PDE10A	6	165740779	166075584	-
PDE11A	2	178487979	178973066	-
PDE12	3	57541981	57547767	+
PDE1A	2	183007183	183387465	-
PDE1B	12	54943177	54973023	+
PDE1C	7	31829248	32110991	-
PDE2A	11	72287186	72385494	-
PDE3A	12	20522197	20833881	+
PDE3B	11	14665269	14893602	+
PDE4A	19	10531333	10580307	+
PDE4B	1	66258193	66840261	+
PDE4C	19	18318772	18359010	-
PDE4D	5	58264866	59783925	-
PDE4DIP	1	144851428	145076079	-
PDE5A	4	120415552	120549981	-
PDE6A	5	149237520	149324356	-
PDE6B	4	619363	664680	+
PDE6C	10	95372345	95425427	+
PDE6D	2	232597147	232645974	-
PDE6G	17	79617489	79623607	-
PDE6H	12	15125956	15134797	+
PDE7A	8	66629906	66753755	-
PDE7B	6	136172834	136516708	+
PDE8A	15	85525205	85682370	+
PDE8B	5	76506706	76723226	+
PDE9A	21	44073862	44195616	+
PDF	16	69362524	69364498	-
PDGFA	7	536899	559481	-
PDGFB	22	39619687	39640957	-
PDGFC	4	157682764	157892546	-
PDGFD	11	103777915	104035027	-
PDGFRA	4	55095264	55164411	+
PDGFRB	5	149493403	149535422	-
PDGFRL	8	17434701	17500623	+
PDHA1	23	19362011	19379823	+
PDHA2	4	96761239	96762624	+
PDHB	3	58413358	58419579	-
PDHX	11	34937677	35017674	+
PDIA2	16	333118	337209	+
PDIA3	15	44038590	44064803	+
PDIA4	7	148700154	148725782	-
PDIA5	3	122785856	122880953	+
PDIA6	2	10923519	10952960	-
PDIK1L	1	26438268	26452024	+
PDILT	16	20370492	20416033	-
PDK1	2	173420779	173463860	+
PDK2	17	48172696	48188422	+
PDK3	23	24483344	24568582	+
PDK4	7	95212815	95225925	-
PDLIM1	10	96997332	97050781	-
PDLIM2	8	22436643	22455538	+
PDLIM3	4	186422852	186456712	-
PDLIM4	5	131593351	131609145	+
PDLIM5	4	95373038	95589376	+
PDLIM7	5	176910395	176924602	-
PDP1	8	94929083	94938294	+
PDP2	16	66914436	66921855	+
PDPK1	16	2587970	2653188	+
PDPN	1	13910252	13944450	+
PDPR	16	70147529	70195184	+
PDRG1	20	30532759	30539883	-
PDS5A	4	39824484	39979576	-
PDS5B	13	33160564	33352158	+
PDSS1	10	26986595	27035724	+
PDSS2	6	107473761	107780779	-
PDX1	13	28494168	28500451	+
PDXDC1	16	15068833	15131550	+
PDXK	21	45138978	45182187	+
PDXP	22	38054737	38062939	+
PDYN	20	1959403	1974702	-
PDZD11	23	69506211	69509798	-
PDZD2	5	31799031	32111037	+
PDZD3	11	119056166	119060932	+
PDZD4	23	153067623	153096003	-
PDZD7	10	102777089	102790879	-
PDZD8	10	119042606	119134937	-
PDZD9	16	21995188	22012431	-
PDZK1	1	145727726	145764073	+
PDZK1IP1	1	47649262	47655771	-
PDZRN3	3	73431652	73674072	-
PDZRN4	12	41582250	41968384	+
PEA15	1	160175125	160185160	+
PEAR1	1	156863523	156886226	+
PEBP1	12	118573870	118583390	+
PEBP4	8	22570765	22785421	-
PECAM1	17	62399864	62401205	-
PECI	6	4115928	4135831	-
PECR	2	216903111	216946539	-
PEF1	1	32095463	32110838	-
PEG10	7	94285637	94299004	+
PEG3	19	57321445	57352094	-
PELI1	2	64319788	64371605	-
PELI2	14	56585093	56768030	+
PELI3	11	66234336	66244807	+
PELO	5	52083774	52098449	+
PELP1	17	4574680	4607632	-
PEMT	17	17408879	17494994	-
PENK	8	57353513	57359282	-
PEPD	19	33877855	34012799	-
PER1	17	8043789	8055753	-
PER2	2	239152680	239197207	-
PER3	1	7844763	7905236	+
PERP	6	138409642	138428660	-
PES1	22	30972612	30987894	-
PET112L	4	152591811	152682175	-
PET117	20	18118499	18123810	+
PEX1	7	92116338	92157845	-
PEX10	1	2336243	2344010	-
PEX11A	15	90226289	90233958	-
PEX11B	1	145516165	145523731	+
PEX11G	19	7541761	7553905	-
PEX12	17	33901815	33905656	-
PEX13	2	61244812	61279124	+
PEX14	1	10535003	10690813	+
PEX16	11	45931221	45939674	-
PEX19	1	160246599	160254941	-
PEX2	8	77892496	77913280	-
PEX26	22	18560686	18572206	+
PEX3	6	143771918	143811749	+
PEX5	12	7341759	7371167	+
PEX5L	3	179518050	179754517	-
PEX6	6	42931613	42946981	-
PEX7	6	137143702	137235071	+
PF4	4	74846796	74847715	-
PF4V1	4	74719013	74720198	+
PFAS	17	8152596	8173808	+
PFDN1	5	139624635	139682689	-
PFDN2	1	161070347	161087866	-
PFDN4	20	52824502	52836491	+
PFDN5	12	53689235	53693232	+
PFDN6	6	33257378	33258711	+
PFKFB1	23	54959590	55020511	-
PFKFB2	1	207226620	207254367	+
PFKFB3	10	6186843	6277505	+
PFKFB4	3	48555126	48594227	-
PFKL	21	45719930	45747255	+
PFKM	12	48499656	48540187	+
PFKP	10	3109752	3178995	+
PFN1	17	4848949	4851825	-
PFN2	3	149682691	149688741	-
PFN3	5	176827108	176827637	-
PFN4	2	24338244	24346151	-
PGA3	11	60970984	60980349	+
PGA4	11	60989821	60999178	+
PGA5	11	61008644	61018928	+
PGAM1	10	99186027	99193197	+
PGAM2	7	44102327	44105186	-
PGAM4	23	77223458	77225135	-
PGAM5	12	133287393	133299322	+
PGAP1	2	197697729	197791454	-
PGAP2	11	3819049	3847580	+
PGAP3	17	37827376	37844310	-
PGBD1	6	28249314	28270325	+
PGBD2	1	249200442	249213344	+
PGBD3	10	50723151	50732359	-
PGBD4	15	34394274	34396590	+
PGBD5	1	230457393	230513391	-
PGC	6	41704450	41715139	-
PGCP	8	97657499	98155721	+
PGD	1	10459085	10480200	+
PGF	14	75408540	75422291	-
PGGT1B	5	114546528	114598569	-
PGK1	23	77359666	77382322	+
PGK2	6	49753366	49755053	-
PGLS	19	17622432	17632095	+
PGLYRP1	19	46522412	46526556	-
PGLYRP2	19	15579459	15590315	-
PGLYRP3	1	153270338	153283194	-
PGLYRP4	1	153302598	153321022	-
PGM1	1	64058947	64125914	+
PGM2	4	37828282	37864559	+
PGM2L1	11	74041361	74109502	-
PGM3	6	83878630	83902935	-
PGM5	9	70971815	71145976	+
PGP	16	2261603	2264822	-
PGPEP1	19	18451408	18480763	+
PGPEP1L	15	99511459	99551024	-
PGR	11	100900355	101000544	-
PGRMC1	23	118370211	118378428	+
PGRMC2	4	129190393	129209984	-
PGS1	17	76374735	76420637	+
PHACTR1	6	12717833	13287528	+
PHACTR2	6	143929317	144152321	+
PHACTR3	20	58179603	58422764	+
PHACTR4	1	28696093	28826880	+
PHAX	5	125936633	125961080	+
PHB	17	47481420	47492242	-
PHB2	12	7074517	7079916	-
PHC1	12	9067316	9094058	+
PHC2	1	33789224	33841194	-
PHC3	3	169805368	169899537	-
PHEX	23	22050921	22266476	+
PHF1	6	33378773	33384229	+
PHF10	6	170104004	170124106	-
PHF11	13	50069801	50103116	+
PHF12	17	27232271	27278508	-
PHF13	1	6673756	6684092	+
PHF14	7	11013499	11147376	+
PHF15	5	133861798	133918918	+
PHF16	23	46771736	46920640	+
PHF17	4	129730779	129796378	+
PHF19	9	123617931	123639606	-
PHF2	9	96338909	96441867	+
PHF20	20	34359923	34538288	+
PHF20L1	8	133787604	133861050	+
PHF21A	11	45950871	46142985	-
PHF21B	22	45277045	45405809	-
PHF23	17	7138348	7142825	-
PHF3	6	64356431	64424405	+
PHF5A	22	41855722	41864708	-
PHF6	23	133507342	133562821	+
PHF7	3	52444527	52457656	+
PHF8	23	53963114	54071569	-
PHGDH	1	120254419	120286848	+
PHGR1	15	40643234	40648632	+
PHIP	6	79644137	79788011	-
PHKA1	23	71798665	71934029	-
PHKA2	23	18910417	19002480	-
PHKB	16	47495210	47735433	+
PHKG1	7	56148675	56160689	-
PHKG2	16	30759620	30772495	+
PHLDA1	12	76419228	76425556	-
PHLDA2	11	2949503	2950650	-
PHLDA3	1	201434623	201438299	-
PHLDB1	11	118477213	118528741	+
PHLDB2	3	111451327	111695362	+
PHLDB3	19	43979256	44008985	-
PHLPP1	18	60382672	60647665	+
PHLPP2	16	71678854	71748704	-
PHOSPHO1	17	47300732	47308128	-
PHOSPHO2	2	170550975	170558216	+
PHOX2A	11	71950122	71955220	-
PHOX2B	4	41746100	41750987	-
PHPT1	9	139743256	139745488	+
PHRF1	11	576483	612220	+
PHTF1	1	114239824	114301777	-
PHTF2	7	77428109	77586818	+
PHYH	10	13319797	13342130	-
PHYHD1	9	131683174	131704320	+
PHYHIP	8	22077217	22089851	-
PHYHIPL	10	60936348	61007532	+
PI15	8	75736772	75767262	+
PI16	6	36922209	36932611	+
PI3	20	43803540	43805184	+
PI4K2A	10	99400443	99436187	+
PI4K2B	4	25235653	25280831	+
PI4KA	22	21061981	21213070	-
PI4KB	1	151264413	151298724	-
PIAS1	15	68346572	68480402	+
PIAS2	18	44392061	44497466	-
PIAS3	1	145575988	145586546	+
PIAS4	19	4007749	4038065	+
PIBF1	13	73356230	73590589	+
PICALM	11	85668486	85780108	-
